filename,genre_id,length,avg_contrast,avg_harmonic,avg_chroma_stft,avg_rmse,avg_spectral_centroid,avg_spectral_bandwidth,avg_rolloff,avg_zero_crossing_rate,avg_mfcc1,avg_mfcc2,avg_mfcc3,avg_mfcc4,avg_mfcc5,avg_mfcc6,avg_mfcc7,avg_mfcc8,avg_mfcc9,avg_mfcc10,avg_mfcc11,avg_mfcc12,avg_mfcc13,avg_mfcc14,avg_mfcc15,avg_mfcc16,avg_mfcc17,avg_mfcc18,avg_mfcc19,avg_mfcc20
10150,7,30.002721088435400,22.723158670263500,-2.90307229988684E-06,0.3843551278114320,0.07336928695440290,2000.314004242790,2428.106742493760,4966.442616190550,0.07524893658159320,-217.97598266601600,110.3389892578130,32.929649353027300,32.71004104614260,-6.511395454406740,27.255733489990200,-23.737030029296900,18.2104549407959,-8.435497283935550,4.1215362548828100,-6.114295482635500,6.128415584564210,-7.07349967956543,9.132894515991210,-4.605468273162840,0.028816217556595800,-0.9193461537361150,1.2582036256790200,-0.39865657687187200,8.398520469665530
7358,2,29.976598639455800,20.822254049545900,6.53456709187594E-06,0.45522254705429100,0.2774694263935090,2087.610924845030,2287.803610660680,4693.587781697810,0.08682253340433770,-20.586841583252000,107.8926010131840,-11.219626426696800,34.677406311035200,-5.7223920822143600,21.543514251709000,-3.7368834018707300,21.04551124572750,-9.166582107543950,10.036426544189500,-9.594332695007320,8.674215316772460,-9.738113403320310,3.718163013458250,-10.696927070617700,1.7065752744674700,-12.512959480285600,3.34210205078125,-10.475762367248500,1.9016504287719700
20573,5,30.002721088435400,29.552373644433000,2.3325701192789E-07,0.2258596122264860,0.03700583055615430,1785.0008109399000,1744.2520917795800,3483.8740868800800,0.08414373670726990,-320.2111511230470,93.58565521240230,-39.666481018066400,21.746755599975600,-28.575275421142600,-1.995456337928770,-10.827898025512700,-10.088081359863300,-21.92389678955080,-10.55753231048580,-20.7535400390625,-7.881807804107670,-13.06477165222170,-15.834653854370100,-16.498403549194300,-10.71123218536380,6.055010795593260,8.422286987304690,3.7633419036865200,3.807819128036500
11170,12,30.002721088435400,28.434972228436500,-9.90627654573473E-07,0.2074904441833500,0.07699339836835860,1550.7890307261400,923.8282960773710,2339.708254785380,0.13581695910672900,-264.1661682128910,143.2706298828130,-109.26148223877000,-26.36791229248050,-6.624581813812260,-39.887916564941400,-30.223575592041000,-19.232280731201200,-14.334212303161600,-19.198427200317400,-14.558039665222200,-5.275019645690920,-13.573673248291000,-0.13314656913280500,8.318695068359380,-9.818876266479490,15.54585075378420,17.52759552001950,-11.845098495483400,6.786691188812260
16662,1,29.976598639455800,21.968076883999800,-8.60401905811159E-06,0.4163471758365630,0.22460265457630200,2491.300037594000,2460.9025333237000,5456.206769522170,0.12233279676607300,-5.199923515319820,95.98673248291020,-11.450058937072800,34.41771697998050,-8.566158294677730,18.71796417236330,-17.44219970703130,19.86518096923830,-8.712194442749020,13.412094116210900,-14.901900291442900,11.634954452514600,-10.064798355102500,4.962821960449220,-10.910805702209500,5.177251815795900,-11.520157814025900,6.322526931762700,-6.87554931640625,6.155500888824460
1019,1,29.976598639455800,26.720770481672900,8.83041820998187E-07,0.34535840153694200,0.04239586740732190,1311.4062562904500,1802.5672339987400,2864.374701206670,0.04551265370836560,-314.27838134765600,119.76917266845700,-1.065212607383730,53.39963150024410,10.435981750488300,13.802955627441400,1.1440706253051800,12.950295448303200,-10.607638359069800,8.991044044494630,-8.17971134185791,3.2718513011932400,-3.892927885055540,-2.5620834827423100,-6.691727161407470,0.31071141362190200,-4.875021934509280,3.1649224758148200,-2.3233821392059300,0.7588551640510560
11198,9,29.976598639455800,24.482932362023400,1.66718064065208E-06,0.339345246553421,0.11223571002483400,1736.8892392822500,2004.801941275180,3877.2191834394400,0.0836530548024787,-130.25392150878900,128.0228729248050,-6.7033867835998500,34.504886627197300,-19.74558448791500,19.093015670776400,-21.08355712890630,8.027196884155270,-12.87854290008550,2.1554415225982700,-10.534879684448200,9.847465515136720,-12.100364685058600,8.714227676391600,-10.735640525817900,-1.5620437860488900,-4.589930534362790,1.3912314176559400,-3.493150472640990,-1.0284394025802600
23169,6,29.988979591836700,21.699715387589700,-0.003214537166059020,0.3845154345035550,0.12127652764320400,1844.9142241255300,2155.2526024206100,3956.7760739164100,0.07236388593266250,-135.9840850830080,129.18478393554700,5.671969890594480,11.375454902648900,-12.46591567993160,11.230833053588900,-10.586653709411600,14.941046714782700,-10.616405487060500,8.93983268737793,-7.460753917694090,9.558927536010740,-10.20089054107670,3.8549203872680700,-8.201681137084960,2.63665771484375,-8.53973388671875,4.539892196655270,-4.826541900634770,3.613947629928590
839,9,30.002721088435400,24.17787705187290,-0.0003450018120929600,0.29370054602623000,0.26573827862739600,1910.7090581138900,2287.2987637207700,4229.575739106000,0.0664825321442382,-78.61154174804690,101.65917205810500,1.9434666633606000,44.59379959106450,10.5106782913208,5.5254621505737300,-16.095346450805700,10.237500190734900,-7.516014575958250,18.14771842956540,-7.955687046051030,11.41510009765630,-4.316969871521000,10.239330291748000,-3.863408088684080,5.415704727172850,-13.842151641845700,6.644641399383550,-4.867802143096920,3.3274800777435300
22444,3,30.002721088435400,27.28377072611160,0.06817775219678880,0.17826133966445900,0.12531329691410100,1112.0071096497500,1322.5286791374000,1753.8985462587000,0.06947792802590870,-229.49192810058600,152.16087341308600,-34.08926010131840,7.322474956512450,-9.433296203613280,10.459840774536100,-17.698780059814500,3.0008323192596400,-1.832522988319400,12.082944869995100,0.44792479276657100,10.021990776062000,3.844114065170290,6.798737525939940,-6.052548885345460,4.918073654174810,-1.9367479085922200,5.172848701477050,-2.340453863143920,5.7054853439331100
16269,7,30.002721088435400,31.571707914032900,2.28141288971528E-07,0.19122949242591900,0.07794763147830960,732.2680156364640,548.737009462631,1088.9922033606400,0.05625279449439290,-313.0965270996090,192.4271240234380,0.14866182208061200,-25.803268432617200,-6.267640113830570,-17.936466217041000,-20.299877166748000,-10.775550842285200,-6.646553993225100,-7.716551303863530,-5.709585666656490,-3.2583627700805700,-5.650047779083250,-6.626545429229740,-5.59268045425415,-7.885496616363530,-9.584285736083980,-9.590353965759280,-10.210259437561000,-7.27760648727417
18844,8,29.976598639455800,22.120448470105900,-4.71937964903191E-05,0.38123100996017500,0.21271546185016600,960.665023457645,1546.786402802400,1799.315120304030,0.03300796378776140,-142.70423889160200,164.73486328125,1.0051532983779900,27.052824020385700,5.699380397796630,15.464088439941400,14.463421821594200,14.21801471710210,5.653015613555910,8.182337760925290,-5.889093399047850,-0.6579869389534000,-5.897860527038570,6.6814093589782700,-6.849571704864500,4.7148756980896,-9.676168441772460,6.056323528289800,-7.395786762237550,6.350815296173100
12181,0,29.976598639455800,22.356868648376200,0.0004240437119733540,0.46239662170410200,0.19350330531597100,4179.193024117440,3211.166580272000,7859.260531897510,0.20203686277594900,-87.9668960571289,29.43848991394040,45.25104522705080,25.532072067260700,-3.5126426219940200,36.5126953125,-6.286273956298830,22.620521545410200,-6.554371356964110,19.579572677612300,-8.320661544799810,15.504317283630400,-5.294637680053710,18.548803329467800,0.6646236777305600,13.465744972229000,0.18866591155529000,8.414880752563480,-5.2339606285095200,7.086640357971190
17311,5,30.002721088435400,27.78691896836400,3.54564667759405E-06,0.2621121406555180,0.11159825325012200,1265.1881506385000,1688.9358692775200,2427.1816882069300,0.052992299279775700,-215.04345703125,135.69883728027300,1.4658716917038000,35.098384857177700,13.011693000793500,26.210092544555700,-4.51677131652832,8.709037780761720,-13.549355506897000,13.588433265686000,-3.537935733795170,-3.348451614379880,-12.857939720153800,-3.3388359546661400,-14.668736457824700,-7.715900421142580,-9.067709922790530,5.629249095916750,0.21499036252498600,-3.6532089710235600
